=== DLL Injected into Minecraft ===
=== VimeWorld AutoMapper Started ===
Class map: net/minecraft/client/gui/GuiScreenAddServer -> axi
Class map: net/minecraft/client/gui/GuiScreenAddServer$1 -> axi$1
Class map: net/minecraft/client/gui/GuiErrorScreen -> axj
Class map: net/minecraft/client/gui/GuiSleepMP -> axk
Class map: net/minecraft/client/gui/GuiLanguage -> axl
Class map: net/minecraft/client/gui/GuiLanguage$List -> axl$a
Class map: net/minecraft/client/gui/GuiOptions -> axn
Class map: net/minecraft/client/gui/GuiOptions$1 -> axn$1
Class map: net/minecraft/client/gui/GuiMemoryErrorScreen -> axo
Class map: net/minecraft/client/gui/GuiIngameMenu -> axp
Class map: net/minecraft/client/gui/GuiFlatPresets -> axq
Class map: net/minecraft/client/gui/GuiFlatPresets$LayerItem -> axq$a
Class map: net/minecraft/client/gui/GuiFlatPresets$ListSlot -> axq$b
Class map: net/minecraft/client/gui/GuiScreenWorking -> axr
Class map: net/minecraft/client/gui/GuiDownloadTerrain -> axs
Class map: net/minecraft/client/gui/GuiRenameWorld -> axt
Class map: net/minecraft/client/gui/GuiScreen -> axu
Class map: net/minecraft/client/gui/GuiSelectWorld -> axv
Class map: net/minecraft/client/gui/GuiSelectWorld$List -> axv$a
Class map: net/minecraft/client/gui/GuiShareToLan -> axw
Class map: net/minecraft/client/gui/GuiCustomizeSkin -> axx
Class map: net/minecraft/client/gui/GuiCustomizeSkin$1 -> axx$1
Class map: net/minecraft/client/gui/GuiCustomizeSkin$ButtonPart -> axx$a
Class map: net/minecraft/client/gui/GuiSnooper -> axy
Class map: net/minecraft/client/gui/GuiSnooper$List -> axy$a
Class map: net/minecraft/client/gui/GuiScreenOptionsSounds -> axz
Class map: net/minecraft/client/gui/GuiScreenOptionsSounds$Button -> axz$a
Class map: net/minecraft/command/server/CommandSaveAll -> ay
Class map: net/minecraft/client/gui/GuiMainMenu -> aya
Class map: net/minecraft/client/gui/GuiVideoSettings -> ayb
Class map: net/minecraft/client/gui/GuiWinGame -> ayc
Class map: net/minecraft/client/gui/achievement/GuiAchievement -> ayd
Class map: net/minecraft/client/gui/achievement/GuiAchievements -> aye
Class map: net/minecraft/client/gui/achievement/GuiStats -> ayf
Class map: net/minecraft/client/gui/achievement/GuiStats$StatsBlock -> ayf$a
Class map: net/minecraft/client/gui/achievement/GuiStats$StatsBlock$1 -> ayf$a$1
Class map: net/minecraft/client/gui/achievement/GuiStats$StatsGeneral -> ayf$b
Class map: net/minecraft/client/gui/achievement/GuiStats$StatsItem -> ayf$c
Class map: net/minecraft/client/gui/achievement/GuiStats$StatsItem$1 -> ayf$c$1
Class map: net/minecraft/client/gui/achievement/GuiStats$StatsMobsList -> ayf$d
Class map: net/minecraft/client/gui/achievement/GuiStats$Stats -> ayf$e
Class map: net/minecraft/client/gui/IProgressMeter -> ayg
Class map: net/minecraft/client/gui/GuiKeyBindingList -> ayi
Class map: net/minecraft/client/gui/GuiKeyBindingList$1 -> ayi$1
Class map: net/minecraft/client/gui/GuiKeyBindingList$CategoryEntry -> ayi$a
Class map: net/minecraft/client/gui/GuiKeyBindingList$KeyEntry -> ayi$b
Class map: net/minecraft/client/gui/GuiControls -> ayj
Class map: net/minecraft/client/gui/inventory/GuiContainer -> ayl
Class map: net/minecraft/client/gui/GuiRepair -> aym
Class map: net/minecraft/client/gui/inventory/GuiBeacon -> ayn
Class map: net/minecraft/client/gui/inventory/GuiBeacon$CancelButton -> ayn$a
Class map: net/minecraft/client/gui/inventory/GuiBeacon$ConfirmButton -> ayn$b
Class map: net/minecraft/client/gui/inventory/GuiBeacon$PowerButton -> ayn$c
Class map: net/minecraft/client/gui/inventory/GuiBeacon$Button -> ayn$d
Class map: net/minecraft/client/gui/GuiScreenBook -> ayo
Class map: net/minecraft/client/gui/GuiScreenBook$NextPageButton -> ayo$a
Class map: net/minecraft/client/gui/inventory/GuiBrewingStand -> ayp
Class map: net/minecraft/client/gui/GuiCommandBlock -> ayq
Class map: net/minecraft/client/gui/inventory/GuiChest -> ayr
Class map: net/minecraft/client/gui/inventory/GuiCrafting -> ays
Class map: net/minecraft/client/gui/inventory/CreativeCrafting -> ayt
Class map: net/minecraft/client/gui/inventory/GuiContainerCreative -> ayu
Class map: net/minecraft/client/gui/inventory/GuiContainerCreative$ContainerCreative -> ayu$a
Class map: net/minecraft/client/gui/inventory/GuiContainerCreative$CreativeSlot -> ayu$b
Class map: net/minecraft/client/gui/inventory/GuiDispenser -> ayv
Class map: net/minecraft/client/renderer/InventoryEffectRenderer -> ayw
Class map: net/minecraft/util/EnchantmentNameParts -> ayx
Class map: net/minecraft/client/gui/GuiEnchantment -> ayy
Class map: net/minecraft/client/gui/inventory/GuiFurnace -> ayz
Class map: net/minecraft/command/server/CommandSaveOff -> az
Class map: net/minecraft/client/gui/GuiHopper -> aza
Class map: net/minecraft/client/gui/inventory/GuiScreenHorseInventory -> azb
Class map: net/minecraft/client/gui/inventory/GuiInventory -> azc
Class map: net/minecraft/client/gui/GuiMerchant -> azd
Class map: net/minecraft/client/gui/GuiMerchant$MerchantButton -> azd$a
Class map: net/minecraft/client/gui/inventory/GuiEditSign -> aze
Class map: net/minecraft/client/gui/GuiMultiplayer -> azh
Class map: net/minecraft/client/gui/ServerListEntryLanScan -> azi
Class map: net/minecraft/client/gui/ServerListEntryLanDetected -> azj
Class map: net/minecraft/client/gui/ServerListEntryNormal -> azk
Class map: net/minecraft/client/gui/ServerListEntryNormal$1 -> azk$1
Class map: net/minecraft/client/gui/ServerSelectionList -> azl
Class map: net/minecraft/client/gui/GuiScreenResourcePacks -> azo
Class map: net/minecraft/client/resources/ResourcePackListEntry -> azp
Class map: net/minecraft/client/resources/ResourcePackListEntry$1 -> azp$1
Class map: net/minecraft/client/resources/ResourcePackListEntryDefault -> azq
Class map: net/minecraft/client/resources/ResourcePackListEntryFound -> azr
Class map: net/minecraft/client/gui/GuiResourcePackAvailable -> azt
Class map: net/minecraft/client/gui/GuiResourcePackList -> azu
Class map: net/minecraft/client/gui/GuiResourcePackSelected -> azv
Class map: net/minecraft/client/gui/stream/GuiIngestServers -> azy
Class map: net/minecraft/client/gui/stream/GuiIngestServers$ServerList -> azy$a
Class map: net/minecraft/client/gui/stream/GuiStreamOptions -> azz
Class map: net/minecraft/crash/CrashReport -> b
Class map: net/minecraft/crash/CrashReport$1 -> b$1
Class map: net/minecraft/crash/CrashReport$2 -> b$2
Class map: net/minecraft/crash/CrashReport$3 -> b$3
Class map: net/minecraft/crash/CrashReport$4 -> b$4
Class map: net/minecraft/crash/CrashReport$5 -> b$5
Class map: net/minecraft/crash/CrashReport$6 -> b$6
Class map: net/minecraft/crash/CrashReport$7 -> b$7
Class map: net/minecraft/command/server/CommandSaveOn -> ba
Class map: net/minecraft/client/gui/stream/GuiStreamUnavailable -> baa
Class map: net/minecraft/client/gui/stream/GuiStreamUnavailable$1 -> baa$1
Class map: net/minecraft/client/gui/stream/GuiStreamUnavailable$Reason -> baa$a
Class map: net/minecraft/client/gui/stream/GuiTwitchUserMode -> bab
Class map: net/minecraft/client/gui/spectator/PlayerMenuObject -> bad
Class map: net/minecraft/client/gui/spectator/BaseSpectatorGroup -> bae
Class map: net/minecraft/client/gui/spectator/SpectatorMenu -> baf
Class map: net/minecraft/client/gui/spectator/SpectatorMenu$1 -> baf$1
Class map: net/minecraft/client/gui/spectator/SpectatorMenu$EndSpectatorObject -> baf$a
Class map: net/minecraft/client/gui/spectator/SpectatorMenu$MoveMenuObject -> baf$b
Class map: net/minecraft/client/gui/spectator/ISpectatorMenuView -> bag
Class map: net/minecraft/client/gui/spectator/ISpectatorMenuObject -> bah
Class map: net/minecraft/client/gui/spectator/ISpectatorMenuRecipient -> bai
Class map: net/minecraft/client/gui/spectator/categories/SpectatorDetails -> baj
Class map: net/minecraft/client/gui/spectator/categories/TeleportToPlayer -> bak
Class map: net/minecraft/client/gui/spectator/categories/TeleportToPlayer$1 -> bak$1
Class map: net/minecraft/client/gui/spectator/categories/TeleportToTeam -> bal
Class map: net/minecraft/client/gui/spectator/categories/TeleportToTeam$TeamSelectionObject -> bal$a
Class map: net/minecraft/client/main/GameConfiguration -> bao
Class map: net/minecraft/client/main/GameConfiguration$DisplayInformation -> bao$a
Class map: net/minecraft/client/main/GameConfiguration$FolderInformation -> bao$b
Class map: net/minecraft/client/main/GameConfiguration$GameInformation -> bao$c
Class map: net/minecraft/client/main/GameConfiguration$ServerInformation -> bao$d
Class map: net/minecraft/client/main/GameConfiguration$UserInformation -> bao$e
Class map: net/minecraft/client/model/ModelArmorStandArmor -> bas
Class map: net/minecraft/client/model/ModelArmorStand -> bat
Class map: net/minecraft/client/model/ModelBanner -> bau
Class map: net/minecraft/client/model/ModelBat -> bav
Class map: net/minecraft/client/model/ModelBlaze -> baw
Class map: net/minecraft/client/model/ModelBoat -> bax
Class map: net/minecraft/client/model/ModelBook -> bay
Class map: net/minecraft/client/model/ModelChest -> baz
Class map: net/minecraft/command/server/CommandBroadcast -> bb
Class map: net/minecraft/client/model/ModelChicken -> bba
Class map: net/minecraft/client/model/ModelCow -> bbb
Class map: net/minecraft/client/model/ModelCreeper -> bbc
Class map: net/minecraft/client/model/ModelEnderman -> bbd
Class map: net/minecraft/client/model/ModelEnderMite -> bbe
Class map: net/minecraft/client/model/ModelGhast -> bbf
Class map: net/minecraft/client/model/ModelGuardian -> bbg
Class map: net/minecraft/client/model/ModelHorse -> bbh
Class map: net/minecraft/client/model/ModelHumanoidHead -> bbi
Class map: net/minecraft/client/model/ModelBiped -> bbj
Class map: net/minecraft/client/model/ModelLargeChest -> bbk
Class map: net/minecraft/client/model/ModelMagmaCube -> bbl
Class map: net/minecraft/client/model/ModelLeashKnot -> bbm
Class map: net/minecraft/client/model/ModelMinecart -> bbn
Class map: net/minecraft/client/model/ModelBase -> bbo
Class map: net/minecraft/client/model/ModelOcelot -> bbp
Class map: net/minecraft/client/model/ModelPig -> bbq
Class map: net/minecraft/client/model/ModelPlayer -> bbr
Class map: net/minecraft/client/model/TexturedQuad -> bbs
Class map: net/minecraft/client/model/ModelQuadruped -> bbt
Class map: net/minecraft/client/model/ModelRabbit -> bbu
Class map: net/minecraft/client/model/ModelSheep1 -> bbv
Class map: net/minecraft/client/model/ModelSheep2 -> bbw
Class map: net/minecraft/client/model/ModelSign -> bbx
Class map: net/minecraft/client/model/ModelSilverfish -> bby
Class map: net/minecraft/client/model/ModelSkeletonHead -> bbz
Class map: net/minecraft/command/server/CommandScoreboard -> bc
Class map: net/minecraft/client/model/ModelSkeleton -> bca
Class map: net/minecraft/client/model/ModelSlime -> bcc
Class map: net/minecraft/client/model/ModelSnowMan -> bcd
Class map: net/minecraft/client/model/ModelSpider -> bce
Class map: net/minecraft/client/model/ModelSquid -> bcf
Class map: net/minecraft/client/model/PositionTextureVertex -> bcg
Class map: net/minecraft/client/model/ModelIronGolem -> bch
Class map: net/minecraft/client/model/ModelVillager -> bci
Class map: net/minecraft/client/model/ModelZombieVillager -> bcj
Class map: net/minecraft/client/model/ModelWitch -> bck
Class map: net/minecraft/client/model/ModelWither -> bcl
Class map: net/minecraft/client/model/ModelWolf -> bcm
Class map: net/minecraft/client/model/ModelZombie -> bcn
Class map: net/minecraft/client/model/ModelDragon -> bco
Class map: net/minecraft/client/model/ModelEnderCrystal -> bcp
Class map: net/minecraft/client/model/ModelBox -> bcr
Class map: net/minecraft/client/model/ModelRenderer -> bct
Class map: net/minecraft/client/model/TextureOffset -> bcu
Class map: net/minecraft/client/network/NetHandlerLoginClient -> bcx
Class map: net/minecraft/client/network/NetHandlerLoginClient$1 -> bcx$1
Class map: net/minecraft/client/network/NetHandlerPlayClient -> bcy
Class map: net/minecraft/client/network/NetHandlerPlayClient$1 -> bcy$1
Class map: net/minecraft/client/network/NetHandlerPlayClient$2 -> bcy$2
Class map: net/minecraft/client/network/NetHandlerPlayClient$3 -> bcy$3
Class map: net/minecraft/client/network/NetHandlerPlayClient$3$1 -> bcy$3$1
Class map: net/minecraft/client/network/NetHandlerPlayClient$3$1$1 -> bcy$3$1$1
Class map: net/minecraft/client/network/NetHandlerPlayClient$4 -> bcy$4
Class map: net/minecraft/client/multiplayer/ChunkProviderClient -> bcz
Class map: net/minecraft/command/ServerCommandManager -> bd
Class map: net/minecraft/client/multiplayer/PlayerControllerMP -> bda
Class map: net/minecraft/client/multiplayer/WorldClient -> bdb
Class map: net/minecraft/client/multiplayer/WorldClient$1 -> bdb$1
Class map: net/minecraft/client/multiplayer/WorldClient$2 -> bdb$2
Class map: net/minecraft/client/multiplayer/WorldClient$3 -> bdb$3
Class map: net/minecraft/client/multiplayer/WorldClient$4 -> bdb$4
Class map: net/minecraft/client/network/NetworkPlayerInfo -> bdc
Class map: net/minecraft/client/network/NetworkPlayerInfo$1 -> bdc$1
Class map: net/minecraft/client/network/NetworkPlayerInfo$2 -> bdc$2
Class map: net/minecraft/client/multiplayer/ServerAddress -> bdd
Class map: net/minecraft/client/multiplayer/ServerData -> bde
Class map: net/minecraft/client/multiplayer/ServerData$ServerResourceMode -> bde$a
Class map: net/minecraft/client/multiplayer/ServerList -> bdf
Class map: net/minecraft/client/network/OldServerPinger -> bdg
Class map: net/minecraft/client/network/OldServerPinger$1 -> bdg$1
Class map: net/minecraft/client/network/OldServerPinger$2 -> bdg$2
Class map: net/minecraft/client/network/OldServerPinger$2$1 -> bdg$2$1
Class map: net/minecraft/client/particle/Barrier -> bdj
Class map: net/minecraft/client/particle/Barrier$Factory -> bdj$a
Class map: net/minecraft/client/particle/EntityBreakingFX -> bdk
Class map: net/minecraft/client/particle/EntityBreakingFX$Factory -> bdk$a
Class map: net/minecraft/client/particle/EntityBreakingFX$SlimeFactory -> bdk$b
Class map: net/minecraft/client/particle/EntityBreakingFX$SnowballFactory -> bdk$c
Class map: net/minecraft/client/particle/EntityBubbleFX -> bdl
Class map: net/minecraft/client/particle/EntityBubbleFX$Factory -> bdl$a
Class map: net/minecraft/client/particle/EntityCrit2FX -> bdm
Class map: net/minecraft/client/particle/EntityCrit2FX$MagicFactory -> bdm$a
Class map: net/minecraft/client/particle/EntityCrit2FX$Factory -> bdm$b
Class map: net/minecraft/client/particle/EntityDropParticleFX -> bdn
Class map: net/minecraft/client/particle/EntityDropParticleFX$LavaFactory -> bdn$a
Class map: net/minecraft/client/particle/EntityDropParticleFX$WaterFactory -> bdn$b
Class map: net/minecraft/client/particle/EntityEnchantmentTableParticleFX -> bdo
Class map: net/minecraft/client/particle/EntityEnchantmentTableParticleFX$EnchantmentTable -> bdo$a
Class map: net/minecraft/client/particle/EntityExplodeFX -> bdp
Class map: net/minecraft/client/particle/EntityExplodeFX$Factory -> bdp$a
Class map: net/minecraft/client/particle/EntityFirework -> bdq
Class map: net/minecraft/client/particle/EntityFirework$OverlayFX -> bdq$a
Class map: net/minecraft/client/particle/EntityFirework$SparkFX -> bdq$b
Class map: net/minecraft/client/particle/EntityFirework$StarterFX -> bdq$c
Class map: net/minecraft/client/particle/EntityFirework$Factory -> bdq$d
Class map: net/minecraft/client/particle/EntityFlameFX -> bdr
Class map: net/minecraft/client/particle/EntityFlameFX$Factory -> bdr$a
Class map: net/minecraft/client/particle/EntityFootStepFX -> bds
Class map: net/minecraft/client/particle/EntityFootStepFX$Factory -> bds$a
Class map: net/minecraft/client/particle/EntityHeartFX -> bdt
Class map: net/minecraft/client/particle/EntityHeartFX$AngryVillagerFactory -> bdt$a
Class map: net/minecraft/client/particle/EntityHeartFX$Factory -> bdt$b
Class map: net/minecraft/client/particle/EntityLargeExplodeFX -> bdu
Class map: net/minecraft/client/particle/EntityLargeExplodeFX$Factory -> bdu$a
Class map: net/minecraft/client/particle/EntityHugeExplodeFX -> bdv
Class map: net/minecraft/client/particle/EntityHugeExplodeFX$Factory -> bdv$a
Class map: net/minecraft/client/particle/EntityPickupFX -> bdw
Class map: net/minecraft/client/particle/EntityCritFX -> bdx
Class map: net/minecraft/client/particle/EntityCritFX$Factory -> bdx$a
Class map: net/minecraft/client/particle/EntityLavaFX -> bdy
Class map: net/minecraft/client/particle/EntityLavaFX$Factory -> bdy$a
Class map: net/minecraft/client/particle/MobAppearance -> bdz
Class map: net/minecraft/client/particle/MobAppearance$Factory -> bdz$a
Class map: net/minecraft/command/server/CommandSetBlock -> be
Class map: net/minecraft/client/particle/EntityNoteFX -> bea
Class map: net/minecraft/client/particle/EntityNoteFX$Factory -> bea$a
Class map: net/minecraft/client/particle/EntityFX -> beb
Class map: net/minecraft/client/particle/EffectRenderer -> bec
Class map: net/minecraft/client/particle/EffectRenderer$1 -> bec$1
Class map: net/minecraft/client/particle/EffectRenderer$2 -> bec$2
Class map: net/minecraft/client/particle/EffectRenderer$3 -> bec$3
Class map: net/minecraft/client/particle/EffectRenderer$4 -> bec$4
Class map: net/minecraft/client/particle/IParticleFactory -> bed
Class map: net/minecraft/client/particle/EntityCloudFX -> bee
Class map: net/minecraft/client/particle/EntityCloudFX$Factory -> bee$a
Class map: net/minecraft/client/particle/EntityPortalFX -> bef
Class map: net/minecraft/client/particle/EntityPortalFX$Factory -> bef$a
Class map: net/minecraft/client/particle/EntityReddustFX -> beg
Class map: net/minecraft/client/particle/EntityReddustFX$Factory -> beg$a
Class map: net/minecraft/client/particle/EntitySmokeFX -> beh
Class map: net/minecraft/client/particle/EntitySmokeFX$1 -> beh$1
Class map: net/minecraft/client/particle/EntitySmokeFX$Factory -> beh$a
Class map: net/minecraft/client/particle/EntitySnowShovelFX -> bei
Class map: net/minecraft/client/particle/EntitySnowShovelFX$Factory -> bei$a
Class map: net/minecraft/client/particle/EntitySpellParticleFX -> bej
Class map: net/minecraft/client/particle/EntitySpellParticleFX$AmbientMobFactory -> bej$a
Class map: net/minecraft/client/particle/EntitySpellParticleFX$InstantFactory -> bej$b
Class map: net/minecraft/client/particle/EntitySpellParticleFX$MobFactory -> bej$c
Class map: net/minecraft/client/particle/EntitySpellParticleFX$Factory -> bej$d
Class map: net/minecraft/client/particle/EntitySpellParticleFX$WitchFactory -> bej$e
Class map: net/minecraft/client/particle/EntitySplashFX -> bek
Class map: net/minecraft/client/particle/EntitySplashFX$Factory -> bek$a
Class map: net/minecraft/client/particle/EntitySuspendFX -> bel
Class map: net/minecraft/client/particle/EntitySuspendFX$Factory -> bel$a
Class map: net/minecraft/client/particle/EntityAuraFX -> bem
Class map: net/minecraft/client/particle/EntityAuraFX$HappyVillagerFactory -> bem$a
Class map: net/minecraft/client/particle/EntityAuraFX$Factory -> bem$b
Class map: net/minecraft/client/particle/EntityBlockDustFX -> ben
Class map: net/minecraft/client/particle/EntityBlockDustFX$Factory -> ben$a
Class map: net/minecraft/client/particle/EntityDiggingFX -> beo
Class map: net/minecraft/client/particle/EntityDiggingFX$Factory -> beo$a
Class map: net/minecraft/client/particle/EntityParticleEmitter -> bep
Class map: net/minecraft/client/particle/EntityFishWakeFX -> beq
Class map: net/minecraft/client/particle/EntityFishWakeFX$Factory -> beq$a
Class map: net/minecraft/client/particle/EntityRainFX -> ber
Class map: net/minecraft/client/particle/EntityRainFX$Factory -> ber$a
Class map: net/minecraft/client/entity/AbstractClientPlayer -> bet
Class map: net/minecraft/util/MovementInput -> beu
Class map: net/minecraft/util/MovementInputFromOptions -> bev
Class map: net/minecraft/client/entity/EntityPlayerSP -> bew
Class map: net/minecraft/client/entity/EntityOtherPlayerMP -> bex
Class map: net/minecraft/client/player/inventory/LocalBlockIntercommunication -> bey
Class map: net/minecraft/client/player/inventory/ContainerLocalMenu -> bez
Class map: net/minecraft/command/server/CommandSetDefaultSpawnpoint -> bf
Class map: net/minecraft/entity/boss/BossStatus -> bfc
Class map: net/minecraft/client/renderer/WorldRenderer -> bfd
Class map: net/minecraft/client/renderer/WorldRenderer$1 -> bfd$1
Class map: net/minecraft/client/renderer/WorldRenderer$2 -> bfd$2
Class map: net/minecraft/client/renderer/WorldRenderer$State -> bfd$a
Class map: net/minecraft/client/renderer/WorldVertexBufferUploader -> bfe
Class map: net/minecraft/client/renderer/WorldVertexBufferUploader$1 -> bfe$1
Class map: net/minecraft/client/renderer/RegionRenderCache -> bff
Class map: net/minecraft/client/renderer/RegionRenderCacheBuilder -> bfg
Class map: net/minecraft/client/renderer/ChunkRenderContainer -> bfh
Class map: net/minecraft/client/renderer/tileentity/TileEntityItemStackRenderer -> bfi
Class map: net/minecraft/client/renderer/EnumFaceDirection -> bfj
Class map: net/minecraft/client/renderer/EnumFaceDirection$1 -> bfj$1
Class map: net/minecraft/client/renderer/EnumFaceDirection$Constants -> bfj$a
Class map: net/minecraft/client/renderer/EnumFaceDirection$VertexInformation -> bfj$b
Class map: net/minecraft/client/renderer/EntityRenderer -> bfk
Class map: net/minecraft/client/renderer/EntityRenderer$1 -> bfk$1
Class map: net/minecraft/client/renderer/EntityRenderer$2 -> bfk$2
Class map: net/minecraft/client/renderer/EntityRenderer$3 -> bfk$3
Class map: net/minecraft/client/renderer/EntityRenderer$4 -> bfk$4
Class map: net/minecraft/client/renderer/GlStateManager -> bfl
Class map: net/minecraft/client/renderer/GlStateManager$1 -> bfl$1
Class map: net/minecraft/client/renderer/GlStateManager$AlphaState -> bfl$a
Class map: net/minecraft/client/renderer/GlStateManager$BlendState -> bfl$b
Class map: net/minecraft/client/renderer/GlStateManager$BooleanState -> bfl$c
Class map: net/minecraft/client/renderer/GlStateManager$ClearState -> bfl$d
Class map: net/minecraft/client/renderer/GlStateManager$Color -> bfl$e
Class map: net/minecraft/client/renderer/GlStateManager$ColorLogicState -> bfl$f
Class map: net/minecraft/client/renderer/GlStateManager$ColorMask -> bfl$g
Class map: net/minecraft/client/renderer/GlStateManager$ColorMaterialState -> bfl$h
Class map: net/minecraft/client/renderer/GlStateManager$CullState -> bfl$i
Class map: net/minecraft/client/renderer/GlStateManager$DepthState -> bfl$j
Class map: net/minecraft/client/renderer/GlStateManager$FogState -> bfl$k
Class map: net/minecraft/client/renderer/GlStateManager$PolygonOffsetState -> bfl$l
Class map: net/minecraft/client/renderer/GlStateManager$StencilFunc -> bfl$m
Class map: net/minecraft/client/renderer/GlStateManager$StencilState -> bfl$n
Class map: net/minecraft/client/renderer/GlStateManager$TexGen -> bfl$o
Class map: net/minecraft/client/renderer/GlStateManager$TexGenCoord -> bfl$p
Class map: net/minecraft/client/renderer/GlStateManager$TexGenState -> bfl$q
Class map: net/minecraft/client/renderer/GlStateManager$TextureState -> bfl$r
Class map: net/minecraft/client/renderer/IImageBuffer -> bfm
Class map: net/minecraft/client/renderer/ItemRenderer -> bfn
Class map: net/minecraft/client/renderer/ItemRenderer$1 -> bfn$1
Class map: net/minecraft/client/renderer/ItemModelMesher -> bfo
Class map: net/minecraft/client/renderer/ItemMeshDefinition -> bfp
Class map: net/minecraft/client/renderer/RenderGlobal -> bfr
Class map: net/minecraft/client/renderer/RenderGlobal$1 -> bfr$1
Class map: net/minecraft/client/renderer/RenderGlobal$2 -> bfr$2
Class map: net/minecraft/client/renderer/RenderGlobal$ContainerLocalRenderInformation -> bfr$a
Class map: net/minecraft/client/renderer/ImageBufferDownload -> bfs
Class map: net/minecraft/client/renderer/RenderList -> bft
Class map: net/minecraft/client/shader/Framebuffer -> bfw
Class map: net/minecraft/client/renderer/Tessellator -> bfx
Class map: net/minecraft/client/renderer/VboRenderList -> bfy
Class map: net/minecraft/client/renderer/VertexBufferUploader -> bfz
Class map: net/minecraft/command/CommandSetPlayerTimeout -> bg
Class map: net/minecraft/client/renderer/ViewFrustum -> bga
Class map: net/minecraft/client/renderer/ChestRenderer -> bgb
Class map: net/minecraft/client/renderer/BlockModelShapes -> bgc
Class map: net/minecraft/client/renderer/BlockModelShapes$1 -> bgc$1
Class map: net/minecraft/client/renderer/BlockModelShapes$2 -> bgc$2
Class map: net/minecraft/client/renderer/BlockModelShapes$3 -> bgc$3
Class map: net/minecraft/client/renderer/BlockModelShapes$4 -> bgc$4
Class map: net/minecraft/client/renderer/BlockModelShapes$5 -> bgc$5
Class map: net/minecraft/client/renderer/BlockModelShapes$6 -> bgc$6
Class map: net/minecraft/client/renderer/BlockModelShapes$7 -> bgc$7
Class map: net/minecraft/client/renderer/BlockModelShapes$8 -> bgc$8
Class map: net/minecraft/client/renderer/BlockRendererDispatcher -> bgd
Class map: net/minecraft/client/renderer/BlockFluidRenderer -> bge
Class map: net/minecraft/client/renderer/BlockModelRenderer -> bgf
Class map: net/minecraft/client/renderer/BlockModelRenderer$1 -> bgf$1
Class map: net/minecraft/client/renderer/BlockModelRenderer$EnumNeighborInfo -> bgf$a
Class map: net/minecraft/client/renderer/BlockModelRenderer$AmbientOcclusionFace -> bgf$b
Class map: net/minecraft/client/renderer/BlockModelRenderer$VertexTranslations -> bgf$c
Class map: net/minecraft/client/renderer/BlockModelRenderer$Orientation -> bgf$d
Class map: net/minecraft/client/renderer/block/model/BakedQuad -> bgg
Class map: net/minecraft/client/renderer/block/model/BlockPart -> bgh
Class map: net/minecraft/client/renderer/block/model/BlockPart$1 -> bgh$1
Class map: net/minecraft/client/renderer/block/model/BlockPart$Deserializer -> bgh$a
Class map: net/minecraft/client/renderer/block/model/BlockPartFace -> bgi
Class map: net/minecraft/client/renderer/block/model/BlockPartFace$Deserializer -> bgi$a
Class map: net/minecraft/client/renderer/block/model/BlockPartRotation -> bgj
Class map: net/minecraft/client/renderer/block/model/BlockFaceUV -> bgk
Class map: net/minecraft/client/renderer/block/model/BlockFaceUV$Deserializer -> bgk$a
Class map: net/minecraft/client/renderer/block/model/ModelBlock -> bgl
Class map: net/minecraft/client/renderer/block/model/ModelBlock$1 -> bgl$1
Class map: net/minecraft/client/renderer/block/model/ModelBlock$Bookkeep -> bgl$a
Class map: net/minecraft/client/renderer/block/model/ModelBlock$Deserializer -> bgl$b
Class map: net/minecraft/client/renderer/block/model/ModelBlock$LoopException -> bgl$c
Class map: net/minecraft/client/renderer/block/model/ModelBlockDefinition -> bgm
Class map: net/minecraft/client/renderer/block/model/ModelBlockDefinition$Deserializer -> bgm$a
Class map: net/minecraft/client/renderer/block/model/ModelBlockDefinition$MissingVariantException -> bgm$b
Class map: net/minecraft/client/renderer/block/model/ModelBlockDefinition$Variant -> bgm$c
Class map: net/minecraft/client/renderer/block/model/ModelBlockDefinition$Variant$Deserializer -> bgm$c$a
Class map: net/minecraft/client/renderer/block/model/ModelBlockDefinition$Variants -> bgm$d
Class map: net/minecraft/client/renderer/block/model/BreakingFour -> bgn
Class map: net/minecraft/client/renderer/block/model/BreakingFour$1 -> bgn$1
Class map: net/minecraft/client/renderer/block/model/FaceBakery -> bgo
Class map: net/minecraft/client/renderer/block/model/FaceBakery$1 -> bgo$1
Class map: net/minecraft/client/renderer/block/model/ItemModelGenerator -> bgp
Class map: net/minecraft/client/renderer/block/model/ItemModelGenerator$1 -> bgp$1
Class map: net/minecraft/client/renderer/block/model/ItemModelGenerator$Span -> bgp$a
Class map: net/minecraft/client/renderer/block/model/ItemModelGenerator$SpanFacing -> bgp$b
Class map: net/minecraft/client/renderer/block/model/ItemTransformVec3f -> bgq
Class map: net/minecraft/client/renderer/block/model/ItemTransformVec3f$Deserializer -> bgq$a
Class map: net/minecraft/client/renderer/block/model/ItemCameraTransforms -> bgr
Class map: net/minecraft/client/renderer/block/model/ItemCameraTransforms$1 -> bgr$1
Class map: net/minecraft/client/renderer/block/model/ItemCameraTransforms$Deserializer -> bgr$a
Class map: net/minecraft/client/renderer/block/model/ItemCameraTransforms$TransformType -> bgr$b
Class map: net/minecraft/client/renderer/block/statemap/StateMapperBase -> bgu
Class map: net/minecraft/client/renderer/block/statemap/BlockStateMapper -> bgv
Class map: net/minecraft/client/renderer/block/statemap/DefaultStateMapper -> bgw
Class map: net/minecraft/client/renderer/block/statemap/StateMap -> bgx
